iter	Logloss
0	0.5238819413
1	0.4325541241
2	0.3706653204
3	0.3331593805
4	0.3068539059
5	0.2886812921
6	0.2751230112
7	0.2597275564
8	0.2495450789
9	0.2339047537
10	0.2242016364
11	0.2119791859
12	0.2019912681
13	0.1918982625
14	0.1825362459
15	0.1805570442
16	0.1724065568
17	0.1653433052
18	0.1606904359
19	0.1572834548
20	0.1516777277
21	0.1470431443
22	0.1421031638
23	0.1354866893
24	0.1315980825
25	0.1279269681
26	0.1205153105
27	0.1147840761
28	0.1105920399
29	0.1065783638
30	0.1036396431
31	0.1015402862
32	0.09771704755
33	0.09520122015
34	0.09506276652
35	0.09357406365
36	0.09057486853
37	0.08746050863
38	0.08433489217
39	0.08279901654
40	0.08270016134
41	0.08059571736
42	0.07827552118
43	0.07594171654
44	0.07587688122
45	0.07391139329
46	0.07226690711
47	0.07004095508
48	0.06997792082
49	0.06793108424
50	0.06639316585
51	0.06633835759
52	0.06600946529
53	0.06590851236
54	0.06412616254
55	0.06249494173
56	0.06082914871
57	0.05934459625
58	0.05778756764
59	0.05722064358
60	0.05610587381
61	0.05500652797
62	0.05430573124
63	0.05295524876
64	0.05241618618
65	0.0520008787
66	0.05070084033
67	0.0493233076
68	0.0481691302
69	0.04652603651
70	0.04531205632
71	0.04421062278
72	0.04325954265
73	0.0420649101
74	0.04097090103
75	0.04016634865
76	0.03968997681
77	0.03864171047
78	0.03788818338
79	0.03665739456
80	0.03663985326
81	0.03575088279
82	0.03494873454
83	0.03416029947
84	0.03369960256
85	0.03305579553
86	0.03252330652
87	0.03184041558
88	0.0311374062
89	0.03061489046
90	0.03024911109
91	0.0297312097
92	0.02912053813
93	0.02867131573
94	0.02836085253
95	0.02794544496
96	0.02756548259
97	0.02748252859
98	0.02713303836
99	0.02669568045
100	0.0261322441
101	0.0256929953
102	0.02531878377
103	0.02496866577
104	0.02460720129
105	0.02423883119
106	0.02402441797
107	0.02363146173
108	0.02317174854
109	0.02288745105
110	0.022593655
111	0.022272977
112	0.02208224957
113	0.02172864707
114	0.02157214933
115	0.02133822776
116	0.02112470369
117	0.0209610627
118	0.02079959497
119	0.02056106268
120	0.02027164532
121	0.01997683472
122	0.01973709936
123	0.019436654
124	0.01923112872
125	0.01921846733
126	0.01919335303
127	0.01905747683
128	0.0188369329
129	0.01859024954
130	0.01839093647
131	0.01817216713
132	0.01790085905
133	0.01764372496
134	0.0174594997
135	0.01745159234
136	0.01723297423
137	0.01707825006
138	0.01695215248
139	0.0168190586
140	0.01670031909
141	0.01659207428
142	0.01641506116
143	0.01631231954
144	0.01616358279
145	0.01601653814
146	0.01591996757
147	0.01573801287
148	0.01549182017
149	0.01538608488
150	0.01528372751
151	0.01510124955
152	0.01497287177
153	0.01485852816
154	0.01471523441
155	0.01460476931
156	0.01446668962
157	0.01429291605
158	0.01416606159
159	0.01403498684
160	0.01390626483
161	0.01380463315
162	0.01368001497
163	0.01352672269
164	0.01341158707
165	0.01331705037
166	0.01330734593
167	0.01321970512
168	0.01321356754
169	0.01312729416
170	0.01303030498
171	0.01298074211
172	0.01291458117
173	0.01281558361
174	0.01281555056
175	0.01272097209
176	0.01261862078
177	0.0126187152
178	0.01248443628
179	0.01234870588
180	0.01226394251
181	0.01219221896
182	0.01210613001
183	0.01199946555
184	0.0119242239
185	0.0118348762
186	0.01174287099
187	0.0117340287
188	0.01165252366
189	0.01161661146
190	0.01152659529
191	0.01145944357
192	0.011368188
193	0.01126866407
194	0.01119559433
195	0.01110751062
196	0.01103716567
197	0.01093931714
198	0.01086450388
199	0.01076843974
200	0.01069410825
201	0.01061778823
202	0.01055406906
203	0.01048306588
204	0.01043994733
205	0.01043991236
206	0.01037543418
207	0.01031593886
208	0.01031589731
209	0.01021990133
210	0.01017968115
211	0.01017455732
212	0.01009973427
213	0.01009606918
214	0.01001498762
215	0.009946958383
216	0.009882195195
217	0.009813914035
218	0.009810393529
219	0.009712253578
220	0.009680249645
221	0.009606336606
222	0.009551125921
223	0.009503343952
224	0.009439184942
225	0.009374525692
226	0.00932425395
227	0.009265050373
228	0.009201327481
229	0.009155675104
230	0.009116301075
231	0.009051384374
232	0.008998515064
233	0.008998515064
234	0.0089412417
235	0.008941194037
236	0.008882888225
237	0.008844326035
238	0.008844264009
239	0.00878348233
240	0.008706548832
241	0.008706455132
242	0.008655831817
243	0.008655285102
244	0.008600797159
245	0.008553137571
246	0.008553060178
247	0.008487949879
248	0.008487988208
249	0.008461092139
250	0.008418878211
251	0.008418872277
252	0.008366754451
253	0.008319207358
254	0.008244736526
255	0.008244706018
256	0.008202690697
257	0.008155293052
258	0.008117515563
259	0.008083258646
260	0.008083251074
261	0.008045468429
262	0.008007536021
263	0.007961554118
264	0.007927066908
265	0.007875262615
266	0.007833702693
267	0.007798964559
268	0.007736197554
269	0.007736188768
270	0.00769961503
271	0.007654006631
272	0.00760014749
273	0.007573613044
274	0.007573614344
275	0.00756108534
276	0.007535028162
277	0.007534742203
278	0.007484972112
279	0.007425383388
280	0.007397485663
281	0.007397361445
282	0.007366201645
283	0.007366043919
284	0.007336212647
285	0.007288962501
286	0.007269114824
287	0.007269069349
288	0.007231766419
289	0.007183630664
290	0.007161254358
291	0.007161286276
292	0.007161238715
293	0.00716108303
294	0.00716108303
295	0.007147153784
296	0.00708615684
297	0.007051314514
298	0.007051314514
299	0.00701409388
300	0.007014010051
301	0.006990271801
302	0.006990225503
303	0.006989016819
304	0.006950049339
305	0.006917957435
306	0.006879643636
307	0.006835440133
308	0.006835471737
309	0.006802459362
310	0.006772442373
311	0.006743896189
312	0.006716141833
313	0.006716198752
314	0.006698315593
315	0.006695082051
316	0.006694891005
317	0.006672281807
318	0.006655614077
319	0.006655467679
320	0.006627846154
321	0.006627845961
